month,year,topic,topic_id,rank,count,total_articles,percentage
5,2016,html business president,0,1,507,1000,50.7
5,2016,man charged man charged,9,2,106,1000,10.6
5,2016,trump clinton donald,2,3,89,1000,8.9
6,2016,html business latest,0,1,461,1000,46.1
6,2016,police man say,7,2,120,1000,12.0
6,2016,clinton hillary says,6,3,86,1000,8.6
7,2016,html latest help,0,1,456,1000,45.6
7,2016,police man say,3,2,114,1000,11.4
7,2016,attack attack html killed,7,3,78,1000,7.8
8,2016,html ways dead,0,1,449,1000,44.9
8,2016,man woman death,3,2,90,1000,9.0
8,2016,says latest turkey,6,3,83,1000,8.3
9,2016,html ways stars,0,1,410,1000,41.0
9,2016,latest shooting suspect,9,2,114,1000,11.4
9,2016,police man woman,5,3,91,1000,9.1
10,2016,html court latest,0,1,429,1000,42.9
10,2016,police man html,6,2,103,1000,10.299999999999999
10,2016,president says obama,9,3,100,1000,10.0
11,2016,html year says,0,1,438,1000,43.8
11,2016,man police officer,5,2,106,1000,10.6
11,2016,trump america anti,2,3,88,1000,8.799999999999999
12,2016,html latino venezuela,0,1,489,1000,48.9
12,2016,trump donald donald trump,1,2,98,1000,9.8
12,2016,man police dead,7,3,82,1000,8.200000000000001
1,2017,html man missing,0,1,439,1000,43.9
1,2017,trump donald donald trump,1,2,131,1000,13.100000000000001
1,2017,police suspect killed,5,3,101,1000,10.100000000000001
2,2017,html man mexico,1,1,432,1000,43.2
2,2017,trump president president trump,2,2,159,1000,15.9
2,2017,new says chief,6,3,97,1000,9.700000000000001
3,2017,html dead killed,0,1,449,1000,44.9
3,2017,trump president obama,2,2,117,1000,11.700000000000001
3,2017,police say say html,6,3,78,1000,7.8
4,2017,html help latest,0,1,422,1000,42.199999999999996
4,2017,trump donald donald trump,1,2,101,1000,10.100000000000001
4,2017,police say say html,3,3,80,1000,8.0
5,2017,html latest georgia,0,1,451,1000,45.1
5,2017,trump ban travel ban,1,2,105,1000,10.5
5,2017,man year old,9,3,91,1000,9.1
6,2017,html latest trial,0,1,456,1000,45.6
6,2017,trump donald trump donald,1,2,119,1000,11.899999999999999
6,2017,man charged man charged,5,3,73,1000,7.3
7,2017,html dead latest,0,1,499,1000,49.9
7,2017,police officer police officer,9,2,90,1000,9.0
7,2017,trump president sessions,1,3,86,1000,8.6
8,2017,html latest security,0,1,443,1000,44.3
8,2017,trump president president trump,2,2,85,1000,8.5
8,2017,man death guilty,9,3,77,1000,7.7
9,2017,html harvey star,0,1,412,1000,41.199999999999996
9,2017,police man say,4,2,137,1000,13.700000000000001
9,2017,trump daca president,2,3,116,1000,11.600000000000001
10,2017,html death california,0,1,428,1000,42.8
10,2017,man charged arrested,7,2,110,1000,11.0
10,2017,trump president president trump,3,3,98,1000,9.8
11,2017,html man death,0,1,475,1000,47.5
11,2017,trump trump html html,2,2,99,1000,9.9
11,2017,sexual allegations harassment,4,3,72,1000,7.199999999999999
12,2017,html killed woman,6,1,517,1000,51.7
12,2017,trump mueller donald,1,2,102,1000,10.2
12,2017,says says html report,2,3,76,1000,7.6
1,2018,html man accused,9,1,564,1000,56.39999999999999
1,2018,trump trump administration administration,0,2,75,1000,7.5
1,2018,says says html report,2,3,72,1000,7.199999999999999
2,2018,html dead woman,0,1,448,1000,44.800000000000004
2,2018,trump memo gop,4,2,87,1000,8.7
2,2018,latest killed syria,9,3,75,1000,7.5
3,2018,html russian ex,0,1,471,1000,47.099999999999994
3,2018,trump north korea,3,2,103,1000,10.299999999999999
3,2018,man life dead,5,3,77,1000,7.7
4,2018,html claims day,0,1,470,1000,47.0
4,2018,trump comey michael,1,2,93,1000,9.3
4,2018,man death death html,7,3,86,1000,8.6
5,2018,html latest attack,0,1,475,1000,47.5
5,2018,trump mueller probe,5,2,112,1000,11.200000000000001
5,2018,man charged murder,9,3,87,1000,8.7
6,2018,html latest california,0,1,503,1000,50.3
6,2018,man woman html,7,2,86,1000,8.6
6,2018,trump kim summit,5,3,84,1000,8.4
7,2018,html new latest,0,1,544,1000,54.400000000000006
7,2018,trump putin president,3,2,92,1000,9.2
7,2018,say say html police,2,3,69,1000,6.9
8,2018,html latest star,0,1,474,1000,47.4
8,2018,trump gop primary,5,2,131,1000,13.100000000000001
8,2018,year old man,9,3,83,1000,8.3
9,2018,html latest woman,0,1,431,1000,43.1
9,2018,kavanaugh hearing brett,3,2,95,1000,9.5
9,2018,trump president americans,6,3,82,1000,8.200000000000001
10,2018,say police report,5,1,177,1000,17.7
10,2018,michael home hurricane,7,2,155,1000,15.5
10,2018,trump president president trump,3,3,142,1000,14.2
11,2018,police man say,2,1,181,1000,18.099999999999998
11,2018,says saudi clinton,5,2,161,1000,16.1
11,2018,election day election day,9,3,153,1000,15.299999999999999
12,2018,police say police say,4,1,162,1000,16.2
12,2018,man home years,9,2,158,1000,15.8
12,2018,latest california crash,8,3,132,1000,13.200000000000001
1,2019,says report report says,7,1,235,1000,23.5
1,2019,police say police say,1,2,187,1000,18.7
1,2019,trump border wall,0,3,143,1000,14.299999999999999
2,2019,police man say,2,1,272,1000,27.200000000000003
2,2019,says report report says,3,2,173,1000,17.299999999999997
2,2019,new deal green,1,3,110,1000,11.0
3,2019,trump 2020 democrats,2,1,222,1000,22.2
3,2019,says study hes,3,2,169,1000,16.900000000000002
3,2019,man death california,1,3,167,1000,16.7
4,2019,man year old,6,1,189,1000,18.9
4,2019,police say police say,5,2,178,1000,17.8
4,2019,latest trial jury,3,3,145,1000,14.499999999999998
5,2019,latest death officer,7,1,223,1000,22.3
5,2019,trump dems china,0,2,177,1000,17.7
5,2019,man killing accused,1,3,129,1000,12.9
6,2019,says latest death,6,1,174,1000,17.4
6,2019,man sues man sues,5,2,130,1000,13.0
6,2019,woman california florida,9,3,127,1000,12.7
7,2019,man police florida,6,1,379,1000,37.9
7,2019,trump squad baltimore,0,2,144,1000,14.399999999999999
7,2019,new new york york,9,3,142,1000,14.2
8,2019,trump shootings media,0,1,167,1000,16.7
8,2019,police woman texas,2,2,162,1000,16.2
8,2019,2020 biden dems,5,3,138,1000,13.8
9,2019,man vaping florida,6,1,181,1000,18.099999999999998
9,2019,police officer police officer,7,2,138,1000,13.8
9,2019,biden ukraine joe,8,3,129,1000,12.9
10,2019,halloween instagram costume,8,1,127,1000,12.7
10,2019,woman car missing,9,2,126,1000,12.6
10,2019,trump syria turkey,0,3,125,1000,12.5
11,2019,police killed california,2,1,166,1000,16.6
11,2019,man report school,7,2,165,1000,16.5
11,2019,day veterans veterans day,9,3,124,1000,12.4
12,2019,woman police man,5,1,230,1000,23.0
12,2019,new york new york,8,2,131,1000,13.100000000000001
12,2019,trump trump impeachment impeachment,0,3,121,1000,12.1
1,2020,man arrested california,9,1,289,1000,28.9
1,2020,iran soleimani strike,8,2,131,1000,13.100000000000001
1,2020,trump trump impeachment bloomberg,2,3,124,1000,12.4
2,2020,trump impeachment trump impeachment,3,1,229,1000,22.900000000000002
2,2020,coronavirus china outbreak,1,2,159,1000,15.9
2,2020,2020 oscars 2020 oscars,9,3,140,1000,14.000000000000002
3,2020,coronavirus china home,0,1,430,1000,43.0
3,2020,trump trump coronavirus economic,1,2,91,1000,9.1
3,2020,biden joe joe biden,4,3,83,1000,8.3
4,2020,coronavirus symptoms relief,0,1,331,1000,33.1
4,2020,trump economy media,1,2,119,1000,11.899999999999999
4,2020,pandemic coronavirus pandemic quarantine,9,3,110,1000,11.0
5,2020,coronavirus lockdown coronavirus lockdown,0,1,275,1000,27.500000000000004
5,2020,trump president obama,7,2,171,1000,17.1
5,2020,biden reade tara reade,8,3,98,1000,9.8
6,2020,man report florida,7,1,241,1000,24.099999999999998
6,2020,trump biden bolton,3,2,201,1000,20.1
6,2020,coronavirus cases coronavirus cases,1,3,121,1000,12.1
7,2020,trump biden election,1,1,185,1000,18.5
7,2020,police man say,5,2,158,1000,15.8
7,2020,portland federal protest,9,3,151,1000,15.1
8,2020,police portland man,4,1,177,1000,17.7
8,2020,biden convention democratic,7,2,153,1000,15.299999999999999
8,2020,trump speech obama,0,3,138,1000,13.8
9,2020,police man report,3,1,241,1000,24.099999999999998
9,2020,trump woodward china,0,2,138,1000,13.8
9,2020,covid 19 covid 19,9,3,112,1000,11.200000000000001
10,2020,police man report,9,1,285,1000,28.499999999999996
10,2020,coronavirus positive positive coronavirus,2,2,130,1000,13.0
10,2020,trump biden trump biden,1,3,120,1000,12.0
11,2020,thanksgiving california dead,9,1,218,1000,21.8
11,2020,coronavirus vaccine coronavirus vaccine,5,2,125,1000,12.5
11,2020,election day election day,4,3,120,1000,12.0
12,2020,police man shooting,8,1,218,1000,21.8
12,2020,trump election house,6,2,143,1000,14.299999999999999
12,2020,coronavirus vaccine coronavirus vaccine,1,3,120,1000,12.0
1,2021,trump impeachment trump impeachment,3,1,170,1000,17.0
1,2021,capitol riot capitol riot,2,2,157,1000,15.7
1,2021,biden inauguration biden inauguration,0,3,143,1000,14.299999999999999
2,2021,police capitol riot,6,1,231,1000,23.1
2,2021,biden house immigration,3,2,156,1000,15.6
2,2021,coronavirus pandemic coronavirus pandemic,8,3,126,1000,12.6
3,2021,police man spring,7,1,261,1000,26.1
3,2021,election house gop,9,2,222,1000,22.2
3,2021,biden press conference,5,3,118,1000,11.799999999999999
4,2021,police shooting officer,6,1,229,1000,22.900000000000002
4,2021,biden infrastructure border,1,2,178,1000,17.8
4,2021,new new york york,7,3,123,1000,12.3
5,2021,police florida man,3,1,275,1000,27.500000000000004
5,2021,biden israel democrats,0,2,180,1000,18.0
5,2021,new new york york,7,3,110,1000,11.0
6,2021,democrats manchin media,9,1,207,1000,20.7
6,2021,california man nyc,8,2,202,1000,20.200000000000003
6,2021,police defund defund police,5,3,146,1000,14.6
7,2021,biden administration biden administration,3,1,178,1000,17.8
7,2021,police man shooting,4,2,167,1000,16.7
7,2021,woman dead death,9,3,132,1000,13.200000000000001
8,2021,police california shooting,7,1,309,1000,30.9
8,2021,biden biden afghanistan crisis,0,2,128,1000,12.8
8,2021,new york new york,6,3,100,1000,10.0
9,2021,biden border patrol,3,1,158,1000,15.8
9,2021,new york new york,4,2,153,1000,15.299999999999999
9,2021,afghanistan taliban americans,0,3,135,1000,13.5
10,2021,parents virginia school,9,1,236,1000,23.599999999999998
10,2021,biden joe joe biden,0,2,164,1000,16.400000000000002
10,2021,police officer man,8,3,140,1000,14.000000000000002
11,2021,thanksgiving shooting police,9,1,204,1000,20.4
11,2021,biden mandate vaccine,2,2,166,1000,16.6
11,2021,virginia democrats youngkin,8,3,138,1000,13.8
12,2021,biden vaccine mandate,2,1,246,1000,24.6
12,2021,police officer dead,5,2,225,1000,22.5
12,2021,christmas fox 2021,1,3,103,1000,10.299999999999999
1,2022,police officer suspect,8,1,239,1000,23.9
1,2022,biden democrats press,1,2,178,1000,17.8
1,2022,covid 19 covid 19,0,3,104,1000,10.4
2,2022,police man shooting,6,1,235,1000,23.5
2,2022,russia ukraine russia ukraine,0,2,136,1000,13.600000000000001
2,2022,school board covid,8,3,129,1000,12.9
3,2022,biden putin gas,9,1,202,1000,20.200000000000003
3,2022,russian ukraine invasion,3,2,145,1000,14.499999999999998
3,2022,new new york york,5,3,119,1000,11.899999999999999
4,2022,shooting dead police,6,1,339,1000,33.900000000000006
4,2022,ukraine russia war,2,2,138,1000,13.8
4,2022,biden hunter hunter biden,0,3,117,1000,11.700000000000001
5,2022,dead police man,9,1,234,1000,23.400000000000002
5,2022,primary senate trump,7,2,137,1000,13.700000000000001
5,2022,white house white house,4,3,134,1000,13.4
6,2022,police florida man,2,1,192,1000,19.2
6,2022,house white white house,9,2,179,1000,17.9
6,2022,school shooting texas,7,3,161,1000,16.1
7,2022,police man california,1,1,175,1000,17.5
7,2022,trump democrats primary,8,2,154,1000,15.4
7,2022,biden president 2024,0,3,137,1000,13.700000000000001
8,2022,police man woman,3,1,216,1000,21.6
8,2022,gop trump cheney,9,2,193,1000,19.3
8,2022,taiwan pelosi house,8,3,158,1000,15.8
9,2022,man police killed,3,1,266,1000,26.6
9,2022,house democrats gop,8,2,209,1000,20.9
9,2022,biden speech republicans,1,3,102,1000,10.2
10,2022,biden border fetterman,5,1,286,1000,28.599999999999998
10,2022,new york new york,7,2,142,1000,14.2
10,2022,police murder officer,0,3,106,1000,10.6
11,2022,man year old,1,1,171,1000,17.1
11,2022,police idaho dead,9,2,158,1000,15.8
11,2022,election midterm democrats,8,3,142,1000,14.2
12,2022,police man shot,0,1,207,1000,20.7
12,2022,border biden crisis,4,2,197,1000,19.7
12,2022,new new york york,3,3,91,1000,9.1
1,2023,says border calls,6,1,187,1000,18.7
1,2023,police man shooting,1,2,135,1000,13.5
1,2023,state gov address,8,3,116,1000,11.600000000000001
2,2023,police shot suspect,2,1,198,1000,19.8
2,2023,georgia school sex,9,2,187,1000,18.7
2,2023,biden house gop,4,3,156,1000,15.6
3,2023,biden house gop,2,1,209,1000,20.9
3,2023,covid says lab,8,2,116,1000,11.600000000000001
3,2023,man murder california,5,3,114,1000,11.4
4,2023,man killed man killed,9,1,201,1000,20.1
4,2023,north carolina north carolina,8,2,180,1000,18.0
4,2023,china taiwan president,7,3,106,1000,10.6
5,2023,says ai china,8,1,286,1000,28.599999999999998
5,2023,year old year old,6,2,115,1000,11.5
5,2023,police shooting man,0,3,112,1000,11.200000000000001
6,2023,says dead group,8,1,335,1000,33.5
6,2023,man police florida,1,2,131,1000,13.100000000000001
6,2023,new york new york,6,3,110,1000,11.0
7,2023,police man death,5,1,177,1000,17.7
7,2023,trump gop desantis,7,2,147,1000,14.7
7,2023,new new york york,6,3,112,1000,11.200000000000001
8,2023,history woman coast,8,1,143,1000,14.299999999999999
8,2023,school california parents,6,2,134,1000,13.4
8,2023,biden hunter hunter biden,2,3,126,1000,12.6
9,2023,man police florida,1,1,177,1000,17.7
9,2023,california school parents,8,2,171,1000,17.1
9,2023,gop trump debate,5,3,106,1000,10.6
10,2023,man police florida,3,1,201,1000,20.1
10,2023,hamas attack israel,6,2,183,1000,18.3
10,2023,biden admin biden admin,5,3,157,1000,15.7
11,2023,house gop says,6,1,188,1000,18.8
11,2023,antisemitism students college,7,2,143,1000,14.299999999999999
11,2023,police california suspect,1,3,119,1000,11.899999999999999
12,2023,police man killed,3,1,231,1000,23.1
12,2023,court trump supreme,6,2,147,1000,14.7
12,2023,christmas day history,7,3,119,1000,11.899999999999999
1,2024,police dead man,3,1,205,1000,20.5
1,2024,says hamas war,8,2,152,1000,15.2
1,2024,ai 2024 tech,9,3,112,1000,11.200000000000001
2,2024,police woman man,1,1,229,1000,22.900000000000002
2,2024,border house republicans,7,2,169,1000,16.900000000000002
2,2024,says willis fani,9,3,112,1000,11.200000000000001
3,2024,police illegal man,6,1,370,1000,37.0
3,2024,biden house campaign,3,2,206,1000,20.599999999999998
3,2024,trump willis fani,0,3,81,1000,8.1
4,2024,says china security,8,1,176,1000,17.599999999999998
4,2024,simpson star death,9,2,147,1000,14.7
4,2024,man police florida,3,3,126,1000,12.6
5,2024,state law house,9,1,182,1000,18.2
5,2024,police man officer,5,2,178,1000,17.8
5,2024,says military gaza,8,3,162,1000,16.2
6,2024,says world expert,8,1,186,1000,18.6
6,2024,trump state gop,7,2,171,1000,17.1
6,2024,illegal border immigrant,9,3,146,1000,14.6
7,2024,biden democrats debate,2,1,256,1000,25.6
7,2024,trump rally shooting,7,2,141,1000,14.099999999999998
7,2024,new york new york,5,3,140,1000,14.000000000000002
8,2024,star country country star,8,1,250,1000,25.0
8,2024,biden harris campaign,7,2,189,1000,18.9
8,2024,dnc president vice,9,3,111,1000,11.1
9,2024,house biden gop,5,1,220,1000,22.0
9,2024,says hezbollah israel,8,2,189,1000,18.9
9,2024,debate trump harris,6,3,113,1000,11.3
10,2024,biden israel biden harris,5,1,164,1000,16.400000000000002
10,2024,election day election day,9,2,135,1000,13.5
10,2024,trump rally harris,4,3,129,1000,12.9
11,2024,new york new york,5,1,172,1000,17.2
11,2024,trump administration trump win,0,2,154,1000,15.4
11,2024,says expert expert says,8,3,146,1000,14.6
12,2024,trump says gop,0,1,249,1000,24.9
12,2024,biden hunter pardon,3,2,127,1000,12.7
12,2024,christmas day christmas day,5,3,109,1000,10.9
1,2025,trump president president trump,0,1,186,1000,18.6
1,2025,trumps house white,4,2,152,1000,15.2
1,2025,biden admin biden admin,7,3,137,1000,13.700000000000001
2,2025,trump president president trump,0,1,283,1000,28.299999999999997
2,2025,new new york york,4,2,136,1000,13.600000000000001
2,2025,super bowl super bowl,9,3,105,1000,10.5
3,2025,says trump says americans,7,1,168,1000,16.8
3,2025,trump zelenskyy ukraine,0,2,163,1000,16.3
3,2025,columbia israel anti,8,3,134,1000,13.4
4,2025,trump journalist prison,0,1,34,79,43.037974683544306
4,2025,says speech musk,2,2,23,79,29.11392405063291
4,2025,new accused state,1,3,22,79,27.848101265822784
