month,year,topic,rank,count,total_articles,percentage
10,2017,"TAX_FNCACT_PRESIDENT,10",3,9,1000,0.8999999999999999
11,2017,"SECURITY_SERVICES,6",1,15,1000,1.5
11,2017,"TAX_FNCACT_POLICE,6",2,15,1000,1.5
11,2017,"CRISISLEX_C07_SAFETY,6",3,13,1000,1.3
12,2017,"TAX_FNCACT_MAN,3",1,16,1000,1.6
12,2017,"SECURITY_SERVICES,6",2,10,1000,1.0
12,2017,"TAX_FNCACT_POLICE,6",3,10,1000,1.0
1,2018,"SECURITY_SERVICES,6",1,11,1000,1.0999999999999999
1,2018,"TAX_FNCACT_POLICE,6",2,11,1000,1.0999999999999999
1,2018,"CRISISLEX_C07_SAFETY,6",3,11,1000,1.0999999999999999
2,2018,"TAX_FNCACT_MAN,3",1,14,1000,1.4000000000000001
2,2018,"SECURITY_SERVICES,6",2,10,1000,1.0
2,2018,"TAX_FNCACT_POLICE,6",3,10,1000,1.0
3,2018,"TAX_FNCACT_MAN,3",1,15,1000,1.5
3,2018,"CRISISLEX_C07_SAFETY,15",2,7,1000,0.7000000000000001
3,2018,"KILL,16",3,7,1000,0.7000000000000001
4,2018,"TAX_FNCACT_MAN,3",1,12,1000,1.2
4,2018,"SECURITY_SERVICES,6",2,7,1000,0.7000000000000001
4,2018,"TAX_FNCACT_POLICE,6",3,7,1000,0.7000000000000001
5,2018,"TAX_FNCACT_MAN,3",1,14,1000,1.4000000000000001
5,2018,"TAX_FNCACT_MAN,12",2,10,1000,1.0
5,2018,"TAX_FNCACT_PRINCE,22",3,9,1000,0.8999999999999999
6,2018,"TAX_FNCACT_MAN,3",1,10,1000,1.0
6,2018,"CRISISLEX_C07_SAFETY,122",2,6,1000,0.6
6,2018,"SECURITY_SERVICES,101",3,5,1000,0.5
7,2018,"LEADER,9",1,11,1000,1.0999999999999999
7,2018,"TAX_FNCACT_PRESIDENT,9",2,10,1000,1.0
7,2018,"USPEC_POLITICS_GENERAL1,9",3,10,1000,1.0
8,2018,"USPEC_POLITICS_GENERAL1,9",1,26,1000,2.6
8,2018,"LEADER,9",2,25,1000,2.5
8,2018,"TAX_FNCACT_PRESIDENT,9",3,25,1000,2.5
9,2018,"LEADER,9",1,26,1000,2.6
9,2018,"TAX_FNCACT_PRESIDENT,9",2,24,1000,2.4
9,2018,"USPEC_POLITICS_GENERAL1,9",3,23,1000,2.3
10,2018,"WB_678_DIGITAL_GOVERNMENT,47",1,49,1000,4.9
10,2018,"WB_694_BROADCAST_AND_MEDIA,47",2,49,1000,4.9
10,2018,"WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,47",3,49,1000,4.9
11,2018,"AFFECT,461",1,89,1000,8.9
11,2018,"USPEC_POLITICS_GENERAL1,9",2,13,1000,1.3
11,2018,"LEADER,9",3,12,1000,1.2
12,2018,"LEADER,9",1,25,1000,2.5
12,2018,"TAX_FNCACT_PRESIDENT,9",2,25,1000,2.5
12,2018,"USPEC_POLITICS_GENERAL1,9",3,24,1000,2.4
1,2019,"LEADER,9",1,39,1000,3.9
1,2019,"TAX_FNCACT_PRESIDENT,9",2,38,1000,3.8
1,2019,"USPEC_POLITICS_GENERAL1,9",3,38,1000,3.8
2,2019,"USPEC_POLITICS_GENERAL1,9",1,16,1000,1.6
2,2019,"LEADER,9",2,12,1000,1.2
2,2019,"TAX_FNCACT_PRESIDENT,9",3,12,1000,1.2
3,2019,"USPEC_POLITICS_GENERAL1,9",1,26,1000,2.6
3,2019,"LEADER,9",2,24,1000,2.4
3,2019,"TAX_FNCACT_PRESIDENT,9",3,23,1000,2.3
4,2019,"USPEC_POLITICS_GENERAL1,9",1,27,1000,2.7
4,2019,"LEADER,9",2,23,1000,2.3
4,2019,"TAX_FNCACT_PRESIDENT,9",3,22,1000,2.1999999999999997
5,2019,"USPEC_POLITICS_GENERAL1,9",1,31,1000,3.1
5,2019,"LEADER,9",2,30,1000,3.0
5,2019,"TAX_FNCACT_PRESIDENT,9",3,28,1000,2.8000000000000003
6,2019,"LEADER,9",1,28,1000,2.8000000000000003
6,2019,"TAX_FNCACT_PRESIDENT,9",2,28,1000,2.8000000000000003
6,2019,"USPEC_POLITICS_GENERAL1,9",3,28,1000,2.8000000000000003
7,2019,"TAX_WORLDMAMMALS_FOX,3",1,58,1000,5.800000000000001
7,2019,"TAX_WORLDMAMMALS_FOX,99",2,47,1000,4.7
7,2019,"TAX_WORLDMAMMALS_FOX,51",3,46,1000,4.6
8,2019,"USPEC_POLITICS_GENERAL1,9",1,34,1000,3.4000000000000004
8,2019,"LEADER,9",2,33,1000,3.3000000000000003
8,2019,"TAX_FNCACT_PRESIDENT,9",3,29,1000,2.9000000000000004
9,2019,"TAX_WORLDMAMMALS_FOX,3",1,25,1000,2.5
9,2019,"USPEC_POLITICS_GENERAL1,9",2,25,1000,2.5
9,2019,"LEADER,9",3,22,1000,2.1999999999999997
10,2019,"TAX_WORLDMAMMALS_FOX,3",1,98,1000,9.8
10,2019,"TAX_WORLDMAMMALS_FOX,51",2,93,1000,9.3
10,2019,"TAX_WORLDMAMMALS_FOX,99",3,93,1000,9.3
11,2019,"TAX_WORLDMAMMALS_FOX,3",1,129,1000,12.9
11,2019,"TAX_WORLDMAMMALS_FOX,51",2,115,1000,11.5
11,2019,"TAX_WORLDMAMMALS_FOX,99",3,114,1000,11.4
12,2019,"TAX_WORLDMAMMALS_FOX,3",1,147,1000,14.7
12,2019,"TAX_WORLDMAMMALS_FOX,51",2,128,1000,12.8
12,2019,"TAX_WORLDMAMMALS_FOX,99",3,127,1000,12.7
1,2020,"TAX_WORLDMAMMALS_FOX,3",1,100,1000,10.0
1,2020,"TAX_WORLDMAMMALS_FOX,51",2,92,1000,9.2
1,2020,"TAX_WORLDMAMMALS_FOX,99",3,92,1000,9.2
2,2020,"TAX_WORLDMAMMALS_FOX,3",1,34,1000,3.4000000000000004
2,2020,"USPEC_POLITICS_GENERAL1,9",2,27,1000,2.7
2,2020,"LEADER,9",3,25,1000,2.5
3,2020,"TAX_DISEASE_CORONAVIRUS,38",1,165,1000,16.5
3,2020,"LEADER,9",2,26,1000,2.6
3,2020,"TAX_FNCACT_PRESIDENT,9",3,22,1000,2.1999999999999997
4,2020,"TAX_DISEASE_CORONAVIRUS,38",1,500,1000,50.0
4,2020,"TAX_DISEASE_CORONAVIRUS,44",2,37,1000,3.6999999999999997
4,2020,"LEADER,108",3,16,1000,1.6
5,2020,"TAX_DISEASE_CORONAVIRUS,38",1,320,1000,32.0
5,2020,"TAX_DISEASE_CORONAVIRUS,44",2,26,1000,2.6
5,2020,"LEADER,9",3,24,1000,2.4
6,2020,"LEADER,9",1,27,1000,2.7
6,2020,"TAX_FNCACT_PRESIDENT,9",2,24,1000,2.4
6,2020,"USPEC_POLITICS_GENERAL1,9",3,23,1000,2.3
7,2020,"LEADER,9",1,30,1000,3.0
7,2020,"USPEC_POLITICS_GENERAL1,9",2,30,1000,3.0
7,2020,"TAX_FNCACT_PRESIDENT,9",3,29,1000,2.9000000000000004
8,2020,"USPEC_POLITICS_GENERAL1,9",1,31,1000,3.1
8,2020,"LEADER,9",2,30,1000,3.0
8,2020,"TAX_FNCACT_PRESIDENT,9",3,29,1000,2.9000000000000004
9,2020,"USPEC_POLITICS_GENERAL1,9",1,52,1000,5.2
9,2020,"LEADER,9",2,47,1000,4.7
9,2020,"TAX_FNCACT_PRESIDENT,9",3,46,1000,4.6
10,2020,"LEADER,9",1,53,1000,5.3
10,2020,"USPEC_POLITICS_GENERAL1,9",2,53,1000,5.3
10,2020,"TAX_FNCACT_PRESIDENT,9",3,51,1000,5.1
11,2020,"LEADER,9",1,33,1000,3.3000000000000003
11,2020,"USPEC_POLITICS_GENERAL1,9",2,32,1000,3.2
11,2020,"TAX_FNCACT_PRESIDENT,9",3,31,1000,3.1
12,2020,"USPEC_POLITICS_GENERAL1,9",1,19,1000,1.9
12,2020,"LEADER,9",2,16,1000,1.6
12,2020,"TAX_FNCACT_PRESIDENT,9",3,16,1000,1.6
1,2021,"USPEC_POLITICS_GENERAL1,9",1,51,1000,5.1
1,2021,"LEADER,9",2,47,1000,4.7
1,2021,"TAX_FNCACT_PRESIDENT,9",3,46,1000,4.6
2,2021,"LEADER,9",1,29,1000,2.9000000000000004
2,2021,"USPEC_POLITICS_GENERAL1,9",2,29,1000,2.9000000000000004
2,2021,"TAX_FNCACT_PRESIDENT,9",3,28,1000,2.8000000000000003
3,2021,"LEADER,9",1,25,1000,2.5
3,2021,"USPEC_POLITICS_GENERAL1,9",2,24,1000,2.4
3,2021,"TAX_FNCACT_PRESIDENT,9",3,23,1000,2.3
4,2021,"LEADER,9",1,31,1000,3.1
4,2021,"USPEC_POLITICS_GENERAL1,9",2,30,1000,3.0
4,2021,"TAX_FNCACT_PRESIDENT,9",3,29,1000,2.9000000000000004
5,2021,"WB_678_DIGITAL_GOVERNMENT,5",1,38,1000,3.8
5,2021,"WB_678_DIGITAL_GOVERNMENT,26",2,38,1000,3.8
5,2021,"WB_694_BROADCAST_AND_MEDIA,5",3,38,1000,3.8
6,2021,"WB_678_DIGITAL_GOVERNMENT,5",1,60,1000,6.0
6,2021,"WB_678_DIGITAL_GOVERNMENT,26",2,60,1000,6.0
6,2021,"WB_694_BROADCAST_AND_MEDIA,5",3,60,1000,6.0
7,2021,"WB_678_DIGITAL_GOVERNMENT,5",1,47,1000,4.7
7,2021,"WB_678_DIGITAL_GOVERNMENT,26",2,47,1000,4.7
7,2021,"WB_694_BROADCAST_AND_MEDIA,5",3,47,1000,4.7
8,2021,"WB_678_DIGITAL_GOVERNMENT,5",1,58,1000,5.800000000000001
8,2021,"WB_694_BROADCAST_AND_MEDIA,5",2,58,1000,5.800000000000001
8,2021,"WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,5",3,58,1000,5.800000000000001
9,2021,"TAX_WORLDMAMMALS_FOX,3",1,42,1000,4.2
9,2021,"TAX_WORLDMAMMALS_FOX,28",2,41,1000,4.1000000000000005
9,2021,"WB_678_DIGITAL_GOVERNMENT,5",3,30,1000,3.0
10,2021,"TAX_WORLDMAMMALS_FOX,28",1,34,1000,3.4000000000000004
10,2021,"WB_678_DIGITAL_GOVERNMENT,5",2,32,1000,3.2
10,2021,"WB_678_DIGITAL_GOVERNMENT,26",3,32,1000,3.2
11,2021,"TAX_WORLDMAMMALS_FOX,28",1,118,1000,11.799999999999999
11,2021,"WB_678_DIGITAL_GOVERNMENT,5",2,29,1000,2.9000000000000004
11,2021,"WB_678_DIGITAL_GOVERNMENT,26",3,29,1000,2.9000000000000004
12,2021,"TAX_WORLDMAMMALS_FOX,28",1,175,1000,17.5
12,2021,"TAX_WORLDMAMMALS_FOX,3",2,46,1000,4.6
12,2021,"WB_678_DIGITAL_GOVERNMENT,5",3,27,1000,2.7
1,2022,"TAX_WORLDMAMMALS_FOX,28",1,201,1000,20.1
1,2022,"TAX_WORLDMAMMALS_FOX,3",2,47,1000,4.7
1,2022,"WB_678_DIGITAL_GOVERNMENT,5",3,21,1000,2.1
2,2022,"TAX_WORLDMAMMALS_FOX,28",1,408,1000,40.8
2,2022,"WB_678_DIGITAL_GOVERNMENT,5",2,31,1000,3.1
2,2022,"WB_678_DIGITAL_GOVERNMENT,26",3,31,1000,3.1
3,2022,"TAX_WORLDMAMMALS_FOX,28",1,704,1000,70.39999999999999
3,2022,"LEADER,55",2,30,1000,3.0
3,2022,"USPEC_POLITICS_GENERAL1,55",3,28,1000,2.8000000000000003
4,2022,"TAX_WORLDMAMMALS_FOX,28",1,639,1000,63.9
4,2022,"TAX_WORLDMAMMALS_FOX,3",2,66,1000,6.6000000000000005
4,2022,"TAX_WORLDMAMMALS_FOX,242",3,51,1000,5.1
5,2022,"TAX_WORLDMAMMALS_FOX,28",1,646,1000,64.60000000000001
5,2022,"TAX_WORLDMAMMALS_FOX,3",2,60,1000,6.0
5,2022,"TAX_WORLDMAMMALS_FOX,99",3,28,1000,2.8000000000000003
6,2022,"TAX_WORLDMAMMALS_FOX,28",1,607,1000,60.699999999999996
6,2022,"TAX_WORLDMAMMALS_FOX,3",2,58,1000,5.800000000000001
6,2022,"TAX_WORLDMAMMALS_FOX,99",3,43,1000,4.3
7,2022,"TAX_WORLDMAMMALS_FOX,28",1,614,1000,61.4
7,2022,"TAX_WORLDMAMMALS_FOX,3",2,57,1000,5.7
7,2022,"TAX_WORLDMAMMALS_FOX,99",3,36,1000,3.5999999999999996
8,2022,"TAX_WORLDMAMMALS_FOX,28",1,674,1000,67.4
8,2022,"TAX_WORLDMAMMALS_FOX,3",2,35,1000,3.5000000000000004
8,2022,"TAX_WORLDMAMMALS_FOX,51",3,19,1000,1.9
9,2022,"TAX_WORLDMAMMALS_FOX,28",1,645,1000,64.5
9,2022,"LEADER,55",2,14,1000,1.4000000000000001
9,2022,"USPEC_POLITICS_GENERAL1,55",3,14,1000,1.4000000000000001
10,2022,"TAX_WORLDMAMMALS_FOX,28",1,21,1000,2.1
10,2022,"LEADER,9",2,11,1000,1.0999999999999999
10,2022,"USPEC_POLITICS_GENERAL1,9",3,11,1000,1.0999999999999999
11,2022,"TAX_WORLDMAMMALS_FOX,28",1,24,1000,2.4
11,2022,"USPEC_POLITICS_GENERAL1,9",2,16,1000,1.6
11,2022,"LEADER,9",3,9,1000,0.8999999999999999
12,2022,"USPEC_POLITICS_GENERAL1,9",1,19,1000,1.9
12,2022,"LEADER,9",2,18,1000,1.7999999999999998
12,2022,"TAX_WORLDMAMMALS_FOX,28",3,17,1000,1.7000000000000002
1,2023,"USPEC_POLITICS_GENERAL1,9",1,16,1000,1.6
1,2023,"TAX_WORLDMAMMALS_FOX,28",2,15,1000,1.5
1,2023,"TAX_FNCACT_MAN,5",3,13,1000,1.3
2,2023,"LEADER,9",1,17,1000,1.7000000000000002
2,2023,"USPEC_POLITICS_GENERAL1,9",2,16,1000,1.6
2,2023,"TAX_FNCACT_PRESIDENT,9",3,16,1000,1.6
3,2023,"LEADER,9",1,15,1000,1.5
3,2023,"TAX_FNCACT_PRESIDENT,9",2,15,1000,1.5
3,2023,"USPEC_POLITICS_GENERAL1,9",3,14,1000,1.4000000000000001
4,2023,"LEADER,9",1,19,1000,1.9
4,2023,"USPEC_POLITICS_GENERAL1,9",2,18,1000,1.7999999999999998
4,2023,"TAX_FNCACT_PRESIDENT,9",3,16,1000,1.6
5,2023,"TAX_WORLDMAMMALS_FOX,28",1,21,1000,2.1
5,2023,"LEADER,9",2,14,1000,1.4000000000000001
5,2023,"USPEC_POLITICS_GENERAL1,9",3,13,1000,1.3
6,2023,"USPEC_POLITICS_GENERAL1,9",1,19,1000,1.9
6,2023,"LEADER,9",2,17,1000,1.7000000000000002
6,2023,"TAX_FNCACT_PRESIDENT,9",3,16,1000,1.6
7,2023,"TAX_WORLDMAMMALS_FOX,28",1,15,1000,1.5
7,2023,"LEADER,9",2,15,1000,1.5
7,2023,"USPEC_POLITICS_GENERAL1,9",3,15,1000,1.5
8,2023,"USPEC_POLITICS_GENERAL1,16",1,13,1000,1.3
8,2023,"TAX_WORLDMAMMALS_FOX,28",2,12,1000,1.2
8,2023,"USPEC_POLITICS_GENERAL1,10",3,11,1000,1.0999999999999999
9,2023,"TAX_WORLDMAMMALS_FOX,28",1,24,1000,2.4
9,2023,"TAX_WORLDMAMMALS_FOX,12",2,18,1000,1.7999999999999998
9,2023,"TAX_WORLDMAMMALS_FOX,3",3,12,1000,1.2
10,2023,"TAX_WORLDMAMMALS_FOX,28",1,21,1000,2.1
10,2023,"TAX_WORLDMAMMALS_FOX,3",2,14,1000,1.4000000000000001
10,2023,"TAX_FNCACT_MAN,5",3,9,1000,0.8999999999999999
11,2023,"TAX_WORLDMAMMALS_FOX,28",1,22,1000,2.1999999999999997
11,2023,"TAX_WORLDMAMMALS_FOX,3",2,11,1000,1.0999999999999999
11,2023,"LEADER,9",3,11,1000,1.0999999999999999
12,2023,"TAX_WORLDMAMMALS_FOX,3",1,19,1000,1.9
12,2023,"TAX_WORLDMAMMALS_FOX,28",2,11,1000,1.0999999999999999
12,2023,"TAX_WORLDMAMMALS_FOX,12",3,11,1000,1.0999999999999999
1,2024,"TAX_WORLDMAMMALS_FOX,8",1,158,1000,15.8
1,2024,"TAX_WORLDMAMMALS_FOX,143",2,15,1000,1.5
1,2024,"USPEC_POLITICS_GENERAL1,16",3,12,1000,1.2
2,2024,"TAX_WORLDMAMMALS_FOX,8",1,213,1000,21.3
2,2024,"TAX_WORLDMAMMALS_FOX,28",2,15,1000,1.5
2,2024,"LEADER,9",3,13,1000,1.3
3,2024,"TAX_WORLDMAMMALS_FOX,8",1,423,1000,42.3
3,2024,"TAX_WORLDMAMMALS_FOX,156",2,21,1000,2.1
3,2024,"USPEC_POLITICS_GENERAL1,153",3,11,1000,1.0999999999999999
4,2024,"TAX_WORLDMAMMALS_FOX,8",1,68,1000,6.800000000000001
4,2024,"TAX_WORLDMAMMALS_FOX,28",2,17,1000,1.7000000000000002
4,2024,"USPEC_POLITICS_GENERAL1,9",3,15,1000,1.5
5,2024,"TAX_WORLDMAMMALS_FOX,8",1,134,1000,13.4
5,2024,"USPEC_POLITICS_GENERAL1,9",2,16,1000,1.6
5,2024,"TAX_WORLDMAMMALS_FOX,12",3,13,1000,1.3
6,2024,"TAX_WORLDMAMMALS_FOX,28",1,28,1000,2.8000000000000003
6,2024,"USPEC_POLITICS_GENERAL1,9",2,25,1000,2.5
6,2024,"LEADER,9",3,22,1000,2.1999999999999997
7,2024,"USPEC_POLITICS_GENERAL1,9",1,53,1000,5.3
7,2024,"LEADER,9",2,47,1000,4.7
7,2024,"TAX_FNCACT_PRESIDENT,9",3,45,1000,4.5
8,2024,"TAX_WORLDMAMMALS_FOX,28",1,36,1000,3.5999999999999996
8,2024,"LEADER,14",2,28,1000,2.8000000000000003
8,2024,"TAX_FNCACT_PRESIDENT,14",3,27,1000,2.7
9,2024,"TAX_WORLDMAMMALS_FOX,90",1,58,1000,5.800000000000001
9,2024,"WB_678_DIGITAL_GOVERNMENT,47",2,58,1000,5.800000000000001
9,2024,"WB_694_BROADCAST_AND_MEDIA,47",3,58,1000,5.800000000000001
10,2024,"TAX_WORLDMAMMALS_FOX,28",1,29,1000,2.9000000000000004
10,2024,"WB_2180_MUTUAL_FUNDS,308",2,24,1000,2.4
10,2024,"WB_336_NON_BANK_FINANCIAL_INSTITUTIONS,308",3,24,1000,2.4
11,2024,"TAX_WORLDMAMMALS_FOX,28",1,36,1000,3.5999999999999996
11,2024,"TAX_WORLDMAMMALS_FOX,3",2,21,1000,2.1
11,2024,"TAX_WORLDMAMMALS_FOX,90",3,18,1000,1.7999999999999998
12,2024,"TAX_WORLDMAMMALS_FOX,28",1,33,1000,3.3000000000000003
12,2024,"WB_678_DIGITAL_GOVERNMENT,47",2,14,1000,1.4000000000000001
12,2024,"WB_694_BROADCAST_AND_MEDIA,47",3,14,1000,1.4000000000000001
1,2025,"TAX_WORLDMAMMALS_FOX,28",1,47,1000,4.7
1,2025,"LEADER,9",2,30,1000,3.0
1,2025,"USPEC_POLITICS_GENERAL1,9",3,29,1000,2.9000000000000004
2,2025,"USPEC_POLITICS_GENERAL1,9",1,50,1000,5.0
2,2025,"LEADER,9",2,46,1000,4.6
2,2025,"TAX_FNCACT_PRESIDENT,9",3,45,1000,4.5
3,2025,"USPEC_POLITICS_GENERAL1,9",1,46,1000,4.6
3,2025,"LEADER,9",2,41,1000,4.1000000000000005
3,2025,"TAX_FNCACT_PRESIDENT,9",3,39,1000,3.9
4,2025,"TAX_WORLDMAMMALS_FOX,28",1,3,79,3.79746835443038
4,2025,"TAX_WORLDMAMMALS_FOX,12",2,2,79,2.5316455696202533
4,2025,"LEADER,437",3,2,79,2.5316455696202533
